Id,Predicted
0,3135.821351660265
1,2747.9916501919133
2,3534.298298722491
3,1998.8029848126066
4,2550.1487078675073
5,2103.6857708702582
6,2183.3806209044756
7,3377.066100060988
8,2629.566921058201
9,4102.035492155741
10,2082.110494784568
11,2770.001673252401
12,2826.818981443233
13,2599.763580438222
14,2319.896013235217
15,2558.4967757818577
16,1975.5115155566918
17,2581.60226482008
18,2410.1162394798275
19,2800.3318643258335
20,1831.4891315678815
21,2824.983724268547
22,2370.4673601456116
23,2938.1539970691847
24,3068.8390984108955
25,1988.8437840186182
26,2465.2426687370858
27,2454.65802873135
28,2332.6876373088085
29,3225.84888317267
30,3128.374203277158
31,2486.1842769703035
32,2340.7210147941514
33,2440.133792926116
34,1919.2879822171574
35,2129.5286010402633
36,1510.1419865842713
37,2548.0615435365758
38,2888.483320348454
39,2958.1644384082474
40,2017.3871992534914
41,2976.0523370693572
42,2902.8146637742057
43,2879.81155193467
44,1856.9424207475122
45,3237.3536269137526
46,2315.598792538057
47,2402.418602285771
48,2089.4447106942325
49,1901.5957386104915
50,1896.431860232687
51,2756.1639903757996
52,2467.0249859172313
53,1730.647113589569
54,1910.7749264551776
55,3412.8993456011135
56,2931.9489237297794
57,3110.523554150428
58,2117.2729407487186
59,2853.315720943539
60,2343.2075057250704
61,2409.8358743451636
62,2876.391279964785
63,2347.4867183476426
64,2734.995967766802
65,2859.477900134689
66,2570.7405046811264
67,2528.188319960882
68,2459.9729293167047
69,2693.8569786566386
70,1651.0189388164679
71,2145.653768428925
72,2814.6963201437375
73,2074.803400169991
74,2666.0041300102203
75,2975.3886223309773
76,2014.224397877314
77,2163.0920361734725
78,3229.123050202247
79,2637.045287073491
80,2769.790280680907
81,2568.428149597212
82,3321.131870412374
83,2284.7793486842866
84,2368.2501531138014
85,2473.4416577887882
86,3181.2988832580118
87,2328.9909986375706
88,2027.279207697097
89,2493.7092930077342
90,2791.397011163577
91,2395.9544579305348
92,2653.4899418296422
93,1949.2526352731475
94,4130.597911395807
95,2449.0702664629544
96,2717.176405023145
97,2160.340360663161
98,2617.0921560140555
99,2473.014628027103
100,2759.3571629698463
101,3137.627696891138
102,2776.865456370372
103,3396.092747637767
104,2319.229834831899
105,4199.035735135645
106,1886.472422483846
107,2179.846097538656
108,3016.294884655208
109,2477.2307279172373
110,1580.9044771149208
111,2122.7839749065724
112,3859.328843772813
113,2268.2036012451845
114,1993.2281542484736
115,2071.1648165866145
116,2121.34382454612
117,2439.8309100379756
118,2362.3331317144
119,2061.2548169705306
120,3266.461043031491
121,2644.5556713191636
122,3789.22376091611
123,2642.87315370658
124,2434.441119479438
125,2983.1687625410327
126,2538.9139058709357
127,1968.4790128228042
128,2671.4765816021277
129,3177.63366135691
130,4245.540918593498
131,1853.995101186472
132,3452.210618778943
133,3170.8913761796825
134,2591.5927975931168
135,2022.654264380191
136,3266.461043031491
137,2937.0074119783703
138,2431.184762582257
139,2044.656315559283
140,3051.5055222476394
141,3535.246657891626
142,1894.9911069957934
143,2657.3169877617474
144,3165.9501430103155
145,2298.266874543853
146,2744.9098103336837
147,2426.347356583262
148,2517.5814112053467
149,2435.1505444445747
150,3289.164124104581
151,2783.0859690060297
152,3308.3931922762154
153,3570.3376946126114
154,2128.46956504177
155,3159.560182142107
156,2210.760210402873
157,2934.9871546307286
158,3177.792776829118
159,3287.6841317590306
160,2652.7648548025045
161,2325.0264674276123
162,2328.7500102391714
163,3170.0381659233635
164,2813.96392117594
165,2126.4472842844207
166,3238.9382142318864
167,1928.8594496558176
168,2918.8985671626197
169,2587.5458059582206
170,1934.3117682371926
171,2355.98117619072
172,2427.9572028110024
173,2447.4449693318275
174,2338.5033141348654
175,2456.4611533468005
176,3222.194356714891
177,3235.4899020018183
178,2096.1738175634473
179,2257.1945395500297
180,2290.9475939060667
181,4040.77830491832
182,2601.064092164401
183,2553.3677240553056
184,4195.68093935515
185,2402.7294505468262
