Id,Predicted
0,3135.821352
1,2747.99165
2,3534.298299
3,1998.802985
4,2550.148708
5,2103.685771
6,2183.380621
7,3377.0661
8,2629.566921
9,4102.035492
10,2082.110495
11,2770.001673
12,2826.818981
13,2599.76358
14,2319.896013
15,2558.496776
16,1975.511516
17,2581.602265
18,2410.116239
19,2800.331864
20,1831.489132
21,2824.983724
22,2370.46736
23,2938.153997
24,3068.839098
25,1988.843784
26,2465.242669
27,2454.658029
28,2332.687637
29,3225.848883
30,3128.374203
31,2486.184277
32,2340.721015
33,2440.133793
34,1919.287982
35,2129.528601
36,1510.141987
37,2548.061544
38,2888.48332
39,2958.164438
40,2017.387199
41,2976.052337
42,2902.814664
43,2879.811552
44,1856.942421
45,3237.353627
46,2315.598793
47,2402.418602
48,2089.444711
49,1901.595739
50,1896.43186
51,2756.16399
52,2467.024986
53,1730.647114
54,1910.774926
55,3412.899346
56,2931.948924
57,3110.523554
58,2117.272941
59,2853.315721
60,2343.207506
61,2409.835874
62,2876.39128
63,2347.486718
64,2734.995968
65,2859.4779
66,2570.740505
67,2528.18832
68,2459.972929
69,2693.856979
70,1651.018939
71,2145.653768
72,2814.69632
73,2074.8034
74,2666.00413
75,2975.388622
76,2014.224398
77,2163.092036
78,3229.12305
79,2637.045287
80,2769.790281
81,2568.42815
82,3321.13187
83,2284.779349
84,2368.250153
85,2473.441658
86,3181.298883
87,2328.990999
88,2027.279208
89,2493.709293
90,2791.397011
91,2395.954458
92,2653.489942
93,1949.252635
94,4130.597911
95,2449.070266
96,2717.176405
97,2160.340361
98,2617.092156
99,2473.014628
100,2759.357163
101,3137.627697
102,2776.865456
103,3396.092748
104,2319.229835
105,4199.035735
106,1886.472422
107,2179.846098
108,3016.294885
109,2477.230728
110,1580.904477
111,2122.783975
112,3859.328844
113,2268.203601
114,1993.228154
115,2071.164817
116,2121.343825
117,2439.83091
118,2362.333132
119,2061.254817
120,3266.461043
121,2644.555671
122,3789.223761
123,2642.873154
124,2434.441119
125,2983.168763
126,2538.913906
127,1968.479013
128,2671.476582
129,3177.633661
130,4245.540919
131,1853.995101
132,3452.210619
133,3170.891376
134,2591.592798
135,2022.654264
136,3266.461043
137,2937.007412
138,2431.184763
139,2044.656316
140,3051.505522
141,3535.246658
142,1894.991107
143,2657.316988
144,3165.950143
145,2298.266875
146,2744.90981
147,2426.347357
148,2517.581411
149,2435.150544
150,3289.164124
151,2783.085969
152,3308.393192
153,3570.337695
154,2128.469565
155,3159.560182
156,2210.76021
157,2934.987155
158,3177.792777
159,3287.684132
160,2652.764855
161,2325.026467
162,2328.75001
163,3170.038166
164,2813.963921
165,2126.447284
166,3238.938214
167,1928.85945
168,2918.898567
169,2587.545806
170,1934.311768
171,2355.981176
172,2427.957203
173,2447.444969
174,2338.503314
175,2456.461153
176,3222.194357
177,3235.489902
178,2096.173818
179,2257.19454
180,2290.947594
181,4040.778305
182,2601.064092
183,2553.367724
184,4195.680939
185,2402.729451
186,2162.981097
187,2349.095328
188,2906.281322
189,2210.689297
190,3487.888557
191,2214.490285
192,2884.698517
193,4143.99085
194,2630.747079
195,2730.892492
196,3226.836813
197,1982.339172
198,3504.166734
199,2953.759069
200,2706.113235
201,2302.163083
202,2071.776954
203,2221.639026
204,1857.63885
205,2615.895863
206,2748.908922
207,2073.368086
208,3721.998167
209,2180.90815
210,2532.120187
211,2563.70211
212,2445.214754
213,3655.32504
214,2115.015118
215,2402.773819
216,3046.051154
217,2471.492889
218,2146.143231
219,2026.403492
220,2757.928749
221,2149.425946
222,2464.155417
223,2667.089872
224,1730.579297
225,2373.716585
226,2259.981634
227,2454.146445
228,3401.61947
229,2701.636966
230,2004.021704
231,3219.275
232,3383.140115
233,3013.444342
234,2456.58035
235,2083.025083
236,2125.61347
237,3104.418811
238,2614.905789
239,2902.331108
240,3067.125882
241,2381.09011
242,2652.788929
243,2596.491792
244,2672.361109
245,2872.59164
246,3082.021006
247,2472.747278
248,3437.448638
249,3370.594522
250,2706.295666
251,1961.791437
252,3721.415827
253,2866.127446
254,2361.06683
255,2375.746928
256,2259.417996
257,1954.73926
258,2095.786071
259,2442.184407
260,2191.72127
261,2235.13934
262,3442.135694
263,2159.380562
264,2283.303366
265,3235.074831
266,2554.602111
267,2760.843136
268,1971.503708
269,2231.622742
270,2765.597376
271,2402.848587
272,2201.447779
273,2398.275051
274,2108.637401
275,3050.118513
276,2432.78282
277,2541.866909
278,3753.073919
279,2221.9694
280,3728.273278
281,2445.907139
282,2712.535298
283,3420.79487
284,1400
285,3227.24261
286,2565.588941
287,2295.69578
288,2561.383424
289,3392.97149
290,2276.885854
291,2598.517585
292,1857.325846
293,4761.079007
294,2631.854868
295,3313.720037
296,3629.355926
297,1860.072537
298,2559.425624
299,2384.035278
300,4139.384761
301,2065.749519
302,2053.456585
303,2872.110224
304,1919.717235
305,2231.629959
306,2513.817036
307,2307.852246
308,2226.740547
309,2043.487196
310,3458.60036
311,2747.285396
312,2451.291726
313,2452.185426
314,2023.846184
315,1849.120621
316,2473.982984
317,1960.588937
318,2239.919787
319,2108.414789
320,2365.001222
321,1940.771303
322,2295.705007
323,3240.346057
324,3025.608833
325,2221.68733
326,2475.311937
327,3219.12034
328,1746.939964
329,3625.460826
330,1802.508447
331,2192.83762
332,1912.567334
333,3423.323908
334,3348.798847
335,2856.541937
336,2094.362535
337,2467.483703
338,2665.156135
339,3143.555244
340,2272.026472
341,3026.044763
342,4268.222664
343,3403.754026
344,2072.9761
345,2159.797527
346,1963.453606
347,1986.943286
348,2318.151005
349,3502.706358
350,1658.81144
351,2325.089668
352,2331.470411
353,2103.791037
354,2860.694726
355,2914.904293
356,2590.12649
357,2884.954083
358,3467.882368
359,2423.767595
360,2592.878325
361,2108.699338
362,2295.48466
363,3076.137656
364,3578.255819
365,2622.5712
366,2602.635678
367,3327.429618
368,2999.893762
369,2470.568926
370,1969.377269
371,1850.096438
372,1905.74318
373,2393.121975
374,2440.75475
375,2246.843628
376,2446.259681
377,2106.220775
378,2705.247801
379,2381.096211
380,3202.553823
381,2901.35516
382,3727.582602
383,2533.5575
384,3608.573315
385,3699.027719
386,2129.864143
387,2136.01582
