Id,Predicted
0,3189.133
1,2779.7268
2,3541.7402
3,2018.1322
4,2563.359
5,2100.416
6,2145.2883
7,3444.9988
8,2713.94
9,3967.0767
10,2026.6621
11,2706.6785
12,2939.6
13,2665.5383
14,2292.521
15,2645.9204
16,1978.1053
17,2649.9453
18,2407.1492
19,2507.848
20,1861.1659
21,2861.949
22,2447.472
23,2645.217
24,3190.769
25,1921.1608
26,2468.8303
27,2482.0964
28,2233.139
29,3181.0137
30,3064.6372
31,2518.3726
32,2230.8972
33,2413.8784
34,1904.2008
35,2099.1272
36,1479.173
37,2456.1257
38,2815.1292
39,2935.4043
40,1964.642
41,3132.3516
42,3016.143
43,2825.9895
44,1839.6085
45,3222.0735
46,2347.291
47,2482.9707
48,2099.0808
49,1895.0292
50,1901.9965
51,2437.2083
52,2488.6548
53,1698.168
54,1964.8154
55,3388.47
56,2745.6035
57,3101.1787
58,2170.1716
59,2872.0515
60,2361.9233
61,2260.65
62,2933.2258
63,2308.198
64,2615.5276
65,2870.0273
66,2595.072
67,2521.3003
68,2531.3313
69,2764.6528
70,1687.8435
71,2138.036
72,2767.2642
73,2132.5999
74,2658.955
75,3004.9683
76,2062.0962
77,2231.6672
78,3292.2852
79,2633.3142
80,2634.5698
81,2330.8528
82,3433.8384
83,2293.0088
84,2392.8545
85,2553.7349
86,2641.3347
87,2237.258
88,2030.1917
89,2565.247
90,2755.5083
91,2409.4883
92,2685.813
93,1978.367
94,4419.823
95,2595.8918
96,2502.6206
97,2126.0962
98,2593.336
99,2419.7305
100,2915.5012
101,3132.2708
102,2857.2883
103,3344.64
104,2337.542
105,4491.8066
106,1794.9166
107,2264.0889
108,2841.8003
109,2491.2742
110,1980.6172
111,2089.1719
112,3724.5867
113,2185.9846
114,1986.8286
115,2181.3088
116,2153.5376
117,2443.6863
118,2379.6738
119,2041.4009
120,3124.7246
121,2567.69
122,3825.2686
123,2608.1062
124,2445.5847
125,2986.0293
126,2436.6836
127,1985.9517
128,2716.2688
129,3190.7432
130,4307.515
131,1937.4316
132,3230.2673
133,3115.0962
134,2486.402
135,1964.92
136,3124.7246
137,2891.342
138,2453.533
139,2033.5192
140,3020.417
141,3624.3396
142,1886.427
143,2551.8296
144,3386.9346
145,2462.4285
146,2655.67
147,2430.1892
148,2596.68
149,2456.4197
150,3190.6042
151,2697.57
152,3286.957
153,3486.7427
154,2160.3076
155,2990.3835
156,2228.433
157,2918.4285
158,3364.518
159,3190.8145
160,2762.4165
161,2271.1663
162,2329.8936
163,2840.79
164,2940.6108
165,2126.6487
166,3234.577
167,1966.5704
168,3158.5781
169,2635.3687
170,1939.0511
171,2237.5034
172,2369.9602
173,2614.6748
174,2324.0444
175,2469.5046
176,3426.5752
177,3170.4087
178,2044.3218
179,2280.8005
180,2268.6575
181,3980.7637
182,2407.1462
183,2515.767
184,4172.9277
185,2531.7217
186,2106.178
187,2286.3733
188,2777.0786
189,2189.6309
190,3390.509
191,2185.8308
192,2958.438
193,4154.0933
194,2712.4866
195,2660.3455
196,3341.7695
197,2159.3657
198,3398.8323
199,2907.9294
200,2708.648
201,2301.5623
202,2114.4165
203,2193.473
204,1921.6577
205,2736.3188
206,2862.1233
207,2057.6758
208,3777.231
209,2268.2654
210,2576.2349
211,2405.2175
212,2409.7974
213,3542.5378
214,2173.0276
215,2349.407
216,3044.3115
217,2328.2927
218,2184.249
219,2047.9388
220,2834.991
221,2083.24
222,2436.4087
223,2804.6577
224,1788.1187
225,2393.685
226,2236.1284
227,2426.081
228,3324.4253
229,2706.429
230,2029.2817
231,3258.0583
232,3355.9158
233,2853.4487
234,2407.4531
235,2075.0398
236,2137.8325
237,2996.0938
238,2641.0918
239,2822.3833
240,3147.51
241,2537.1592
242,2583.6777
243,2928.8823
244,2718.7236
245,2882.2175
246,3156.6594
247,2482.4795
248,3229.8796
249,3346.7114
250,2642.7808
251,2030.4086
252,3809.9517
253,2893.9863
254,2332.952
255,2421.0913
256,2282.755
257,1919.9504
258,2115.701
259,2396.7803
260,2367.443
261,2249.4456
262,3513.4458
263,2203.422
264,2356.0654
265,3284.0771
266,2564.9531
267,2671.0203
268,1994.7377
269,2179.4812
270,2837.1992
271,2399.4563
272,2215.2056
273,2422.8967
274,2139.793
275,3121.6506
276,2398.388
277,2455.495
278,3660.2576
279,2237.566
280,3591.5564
281,2409.4478
282,2788.6165
283,3533.5276
284,1394.4448
285,3192.1626
286,2513.155
287,2342.237
288,2511.4097
289,3220.0425
290,2376.6406
291,2734.682
292,1867.6686
293,4785.7534
294,2670.5383
295,3312.456
296,3550.8904
297,2004.8092
298,2551.9968
299,2353.624
300,4014.2532
301,2075.5007
302,2119.1252
303,2398.2935
304,1919.1155
305,2260.3767
306,2518.8994
307,2371.0981
308,2357.4614
309,2073.761
310,3337.0474
311,2778.7898
312,2488.2546
313,2421.1802
314,1985.2137
315,1926.9908
316,2486.005
317,1952.9904
318,2228.1304
319,2048.9524
320,2476.223
321,1969.4973
322,2320.8408
323,3433.9368
324,3004.7693
325,2200.7615
326,2549.992
327,3159.355
328,1772.5582
329,3532.3894
330,1817.4043
331,2189.1624
332,1875.4856
333,3295.7893
334,3373.3667
335,2812.497
336,2042.9747
337,2433.3926
338,2618.1133
339,3229.6655
340,2354.6245
341,2753.5115
342,4263.609
343,3270.217
344,2121.746
345,2230.1772
346,1943.7394
347,1962.5286
348,2361.864
349,3434.4036
350,1746.4553
351,2304.5535
352,2211.289
353,2195.2712
354,2825.075
355,2911.305
356,2494.2073
357,2926.6558
358,3339.5403
359,2324.0044
360,2494.222
361,2051.162
362,2317.9966
363,2973.5364
364,3491.901
365,2621.3196
366,2703.6382
367,3077.4597
368,3223.3074
369,2552.5527
370,1970.0929
371,1872.486
372,1886.782
373,2470.949
374,2464.7288
375,2365.7083
376,2513.3684
377,2130.3276
378,2739.5837
379,2553.4841
380,3320.9287
381,3145.752
382,3944.6362
383,2523.0488
384,2599.833
385,3722.3735
386,2147.8716
387,1999.0317
388,2428.757
389,2283.0427
390,2051.996
391,2225.5312
392,3052.978
393,3376.294
394,2357.8916
395,2145.7266
396,3207.3098
397,2649.859
398,2337.854
399,2470.484
400,1911.9514
401,1889.2778
402,3257.5654
403,3076.2126
404,1970.2861
405,2233.545
406,2250.4897
407,3664.852
408,2245.7068
409,3087.2722
410,2965.5583
411,2082.5127
412,2426.039
413,2540.538
414,3041.9023
415,2361.505
416,1971.6831
417,2253.6748
418,2400.1409
419,2140.1816
420,1867.4825
421,2663.6145
422,2255.3516
423,2539.9316
424,3360.7341
425,1764.6322
426,2662.122
427,1947.7655
428,1829.4994
429,2439.2683
430,2655.3445
431,1960.2506
432,1945.1366
433,3769.2244
434,2867.1902
435,2592.0754
436,2266.9314
437,2048.5227
438,3161.3406
439,2020.3893
440,2750.3796
441,2773.9011
442,3463.6816
443,2203.443
444,3800.0747
445,2307.8972
446,2100.3147
447,2388.6746
448,2686.652
449,2829.432
450,2386.5244
451,2952.6348
452,2260.1785
453,2734.3242
454,2018.1488
455,4255.8906
456,2266.2793
457,2837.2397
458,2106.9438
459,2182.922
460,3132.0337
461,2259.4849
462,2721.1843
463,2551.8354
464,3113.2166
465,2349.2092
466,2369.1257
467,2374.1133
468,2331.1362
469,2160.2195
470,2886.981
471,2470.8296
472,3441.6838
473,1716.3848
474,2352.7285
475,2182.9128
476,2227.5547
477,2379.427
478,3496.1008
479,1818.8219
480,2486.4753
481,4640.1763
482,2206.2056
483,2176.535
484,2538.205
485,2339.3618
486,3051.6575
487,2762.2878
488,2698.866
489,4286.201
490,3453.7012
491,2715.8223
492,2222.179
493,2102.1475
494,2925.39
495,3387.826
496,2410.1335
497,2379.1775
498,2472.6372
499,2034.0306
500,2577.367
501,2100.307
502,2479.9006
503,3041.5044
504,2612.575
505,2491.2454
506,2525.1318
507,2237.3242
508,2323.7253
509,3440.6758
510,3486.5596
511,1765.7502
512,3490.248
513,2541.9536
514,3077.5059
515,3433.2065
516,2135.6604
517,2560.6045
518,3287.3772
519,4779.1255
520,2137.4014
521,2771.7117
522,2273.8428
523,2198.4329
524,2189.4673
525,1787.7692
526,2622.623
527,2365.0854
528,2512.0232
529,2375.2812
530,2293.0603
531,2694.9443
532,2126.731
533,2243.2188
534,2237.5957
535,3040.1167
536,1916.2374
537,2572.0164
538,1967.9084
539,2594.8655
540,2348.2544
541,2520.9797
542,2226.3984
543,2561.6614
544,4063.6658
545,2662.4946
546,2796.8777
547,2007.3253
548,3053.404
549,2920.903
550,2590.946
551,2387.2917
552,3448.5881
553,3225.9958
554,2579.2048
555,3025.4827
556,1779.1549
557,2335.0225
558,3386.4568
559,2014.7922
560,2283.494
561,2487.38
562,3032.4502
563,2776.3137
564,2501.4277
565,2079.5244
566,1901.1289
567,2276.2922
568,2691.489
569,2424.0503
570,2424.6538
571,2587.3762
572,2867.8984
573,2542.328
574,2015.5869
575,1788.4171
576,2096.4312
577,2393.941
578,2687.7937
579,3311.5364
580,2331.4932
581,2397.7415
582,2141.8525
583,4411.693
584,2329.8818
585,2102.9312
586,2054.5603
587,3138.6343
588,2071.5483
589,2474.7712
590,2843.1055
591,2060.7136
592,3467.199
593,2979.656
594,2291.6836
595,2107.8054
596,2219.356
597,2648.9058
598,2059.7349
599,2317.3628
600,2153.4937
601,2459.1506
602,3326.6323
603,1942.4698
604,2514.7893
605,2509.208
606,2288.1626
607,2413.51
608,2707.3145
609,4004.1653
610,2635.9053
611,2645.3245
